table_num,table_name,excel_source,row,col,is_header_row,cell_type,value
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,33,13,False,DATA,547913
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,33,14,False,DATA,547913
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,33,15,False,DATA,589915
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,33,16,False,DATA,589915
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,0,False,OKVED_CODE,"складское хозяйство
и вспомогательная транспортная деятельность"
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,1,False,OKVED_NAME,13713036
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,2,False,DATA,13713036
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,3,False,DATA,14853567
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,4,False,DATA,14853567
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,5,False,DATA,14853567
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,6,False,DATA,14853567
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,7,False,DATA,4623579
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,8,False,DATA,4623579
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,9,False,DATA,4623579
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,10,False,DATA,14644638
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,11,False,DATA,14644638
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,12,False,DATA,14644638
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,13,False,DATA,3106278
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,14,False,DATA,3106278
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,15,False,DATA,1806167
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,34,16,False,DATA,1806167
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,0,False,OKVED_CODE,"Деятельность гостиниц
и предприятий общественного питания"
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,1,False,OKVED_NAME,4010344
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,2,False,DATA,4010344
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,3,False,DATA,4789635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,4,False,DATA,4789635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,5,False,DATA,4789635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,6,False,DATA,4789635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,7,False,DATA,3027643
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,8,False,DATA,3027643
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,9,False,DATA,3027643
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,10,False,DATA,4106281
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,11,False,DATA,4106281
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,12,False,DATA,4106281
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,13,False,DATA,751555
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,14,False,DATA,751555
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,15,False,DATA,666960
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,35,16,False,DATA,666960
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,0,False,OKVED_CODE,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,1,False,OKVED_NAME,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,2,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,3,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,4,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,5,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,6,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,7,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,8,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,9,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,10,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,11,False,EMPTY,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,12,False,DATA,Продолжение таблицы 1.
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,13,False,DATA,Продолжение таблицы 1.
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,14,False,DATA,Продолжение таблицы 1.
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,15,False,DATA,Продолжение таблицы 1.
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,36,16,False,DATA,Продолжение таблицы 1.
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,0,False,OKVED_CODE,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,1,False,OKVED_NAME,Капитал и резервы
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,2,False,DATA,Капитал и резервы
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,3,False,DATA,Капитал и резервы
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,4,False,DATA,Капитал и резервы
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,5,False,DATA,Капитал и резервы
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,6,False,DATA,Капитал и резервы
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,7,False,DATA,Долгосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,8,False,DATA,Долгосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,9,False,DATA,Долгосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,10,False,DATA,Долгосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,11,False,DATA,Долгосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,12,False,DATA,Долгосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,13,False,DATA,Краткосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,14,False,DATA,Краткосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,15,False,DATA,Краткосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,37,16,False,DATA,Краткосрочные обязательства
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,0,False,OKVED_CODE,
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,1,False,OKVED_NAME,2022
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,2,False,DATA,2022
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,3,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,4,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,5,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,6,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,7,False,DATA,2022
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,8,False,DATA,2022
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,9,False,DATA,2022
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,10,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,11,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,12,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,13,False,DATA,2022
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,14,False,DATA,2022
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,15,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,38,16,False,DATA,2023
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,0,False,OKVED_CODE,деятельность по предоставлению мест для временного проживания
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,1,False,OKVED_NAME,4010344
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,2,False,DATA,4010344
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,3,False,DATA,4789635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,4,False,DATA,4789635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,5,False,DATA,4789635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,6,False,DATA,4789635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,7,False,DATA,3027643
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,8,False,DATA,3027643
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,9,False,DATA,3027643
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,10,False,DATA,4106281
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,11,False,DATA,4106281
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,12,False,DATA,4106281
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,13,False,DATA,751555
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,14,False,DATA,751555
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,15,False,DATA,666960
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,39,16,False,DATA,666960
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,0,False,OKVED_CODE,Деятельность в области информации и связи
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,1,False,OKVED_NAME,3386
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,2,False,DATA,3386
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,3,False,DATA,575
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,4,False,DATA,575
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,5,False,DATA,575
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,6,False,DATA,575
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,7,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,8,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,9,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,10,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,11,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,12,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,13,False,DATA,593
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,14,False,DATA,593
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,15,False,DATA,635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,40,16,False,DATA,635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,0,False,OKVED_CODE,деятельность в области информационных технологий
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,1,False,OKVED_NAME,3386
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,2,False,DATA,3386
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,3,False,DATA,575
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,4,False,DATA,575
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,5,False,DATA,575
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,6,False,DATA,575
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,7,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,8,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,9,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,10,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,11,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,12,False,DATA,-
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,13,False,DATA,593
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,14,False,DATA,593
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,15,False,DATA,635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,41,16,False,DATA,635
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,0,False,OKVED_CODE,"Деятельность финансовая
и страховая"
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,1,False,OKVED_NAME,5023710
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,2,False,DATA,5023710
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,3,False,DATA,6839781
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,4,False,DATA,6839781
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,5,False,DATA,6839781
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,6,False,DATA,6839781
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,7,False,DATA,7390286
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,8,False,DATA,7390286
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,9,False,DATA,7390286
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,10,False,DATA,2345655
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,11,False,DATA,2345655
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,12,False,DATA,2345655
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,13,False,DATA,445154
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,14,False,DATA,445154
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,15,False,DATA,1223170
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,42,16,False,DATA,1223170
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,0,False,OKVED_CODE,"деятельность по предоставлению финансовых услуг, кроме услуг
по страхованию и пенсионному обеспечени"
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,1,False,OKVED_NAME,5023710
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,2,False,DATA,5023710
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,3,False,DATA,6839781
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,4,False,DATA,6839781
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,5,False,DATA,6839781
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,6,False,DATA,6839781
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,7,False,DATA,7390286
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,8,False,DATA,7390286
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,9,False,DATA,7390286
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,10,False,DATA,2345655
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,11,False,DATA,2345655
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,12,False,DATA,2345655
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,13,False,DATA,445154
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,14,False,DATA,445154
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,15,False,DATA,1223170
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,43,16,False,DATA,1223170
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,0,False,OKVED_CODE,"Деятельность по операциям 
с недвижимым имуществом"
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,1,False,OKVED_NAME,1694247
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,2,False,DATA,1694247
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,3,False,DATA,2676133
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,4,False,DATA,2676133
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,5,False,DATA,2676133
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,6,False,DATA,2676133
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,7,False,DATA,1093590
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,8,False,DATA,1093590
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,9,False,DATA,1093590
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,10,False,DATA,620645
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,11,False,DATA,620645
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,12,False,DATA,620645
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,13,False,DATA,2421796
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,14,False,DATA,2421796
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,15,False,DATA,3660691
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,44,16,False,DATA,3660691
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,0,False,OKVED_CODE,операции с недвижимым имуществом
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,1,False,OKVED_NAME,1694247
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,2,False,DATA,1694247
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,3,False,DATA,2676133
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,4,False,DATA,2676133
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,5,False,DATA,2676133
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,6,False,DATA,2676133
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,7,False,DATA,1093590
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,8,False,DATA,1093590
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,9,False,DATA,1093590
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,10,False,DATA,620645
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,11,False,DATA,620645
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,12,False,DATA,620645
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,13,False,DATA,2421796
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,14,False,DATA,2421796
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,15,False,DATA,3660691
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,45,16,False,DATA,3660691
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,0,False,OKVED_CODE,"Деятельность профессиональная, научная и техническая"
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,1,False,OKVED_NAME,4264538
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,2,False,DATA,4264538
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,3,False,DATA,7329730
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,4,False,DATA,7329730
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,5,False,DATA,7329730
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,6,False,DATA,7329730
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,7,False,DATA,1920311
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,8,False,DATA,1920311
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,9,False,DATA,1920311
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,10,False,DATA,1802447
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,11,False,DATA,1802447
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,12,False,DATA,1802447
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,13,False,DATA,694442
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,14,False,DATA,694442
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,15,False,DATA,361700
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,46,16,False,DATA,361700
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,0,False,OKVED_CODE,"деятельность в области права
и бухгалтерского учета"
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,1,False,OKVED_NAME,14713
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,2,False,DATA,14713
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,3,False,DATA,74167
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,4,False,DATA,74167
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,5,False,DATA,74167
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,6,False,DATA,74167
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,7,False,DATA,94819
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,8,False,DATA,94819
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,9,False,DATA,94819
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,10,False,DATA,219
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,11,False,DATA,219
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,12,False,DATA,219
2,КАПИТАЛ И РЕЗЕРВЫ,T23_000000_t19Ved14.xlsx,47,13,False,DATA,14726
